0.107103818+0.9942478424i,0.9979739463-0.06362391448i,-0.008046422569-0.999967627i,-0.998227329-0.05951638166i,-0.138678933+0.9903373938i,0.9735109697+0.2286403109i,0.3280247561-0.9446691269i,-0.9005685699-0.4347139875i,-0.5456856637+0.83798995i,0.7539964824+0.6568784549i,0.7631108324-0.6462676361i,-0.5135043853-0.858086969i,-0.9345277226+0.3558903422i,0.1755769361+0.9844657127i,0.9997387048+0.02285874276i,0.232056068-0.9727024115i,-0.8971601043-0.4417054983i,-0.6386821074+0.7694707049i,0.5897496397+0.8075861332i,0.9317810033-0.3630208837i,-0.1001213116-0.9949752374i,-0.9833191169-0.1818887418i,-0.4600760115+0.8878795322i,0.7072239872+0.7069895557i,0.8931773082-0.4497046765i,-0.1349150506-0.9908571689i,-0.9784960532-0.206265542i,-0.5335726444+0.8457542392i,0.5979468926+0.801535722i,0.9658947199-0.258935108i,0.1287176545-0.9916812822i,-0.8617695445-0.5072999626i,-0.8116664617+0.5841211818i,0.1955993432+0.9806838925i,0.9708516507+0.2396811891i,0.6387873858-0.7693833087i,-0.4032025714-0.9151107509i,-0.9982110047-0.05978954847i,-0.5198214636+0.8542749241i,0.5015244791+0.8651434545i,0.9998935982-0.01458740363i,0.4865721632-0.8736403894i,-0.5037264549-0.8638632175i,-0.9998233227-0.01879689966i,-0.5459149627+0.8378405895i,0.4101833622+0.9120030753i,0.9872299898+0.1593014353i,0.6849964354-0.7285464182i,-0.2080726332-0.9781133775i,-0.9175320595-0.3976618158i,-0.8621590721+0.5066376757i,-0.1110167667+0.9938185335i,0.7208625764+0.693078023i,0.9904153276-0.1381212466i,0.5140461811-0.8577625101i,-0.3339243408-0.9425998805i,-0.9352077437-0.3540995287i,-0.8802285413+0.4745500132i,-0.2298440859+0.9732274637i,0.565080608+0.8250357001i,0.9888017487+0.1492350553i,0.7907895588-0.6120881258i,0.1153252855-0.99332778i,-0.620166762-0.7844700041i,-0.9916548432-0.1289211851i,-0.8072601296+0.5901958007i,-0.1897330542+0.9818357134i,0.519047984+0.8547451025i,0.9552151858+0.2959120628i,0.9162170334-0.4006823527i,0.4420123619-0.8970089587i,-0.2288298581-0.9734664329i,-0.7880371751-0.6156276559i,-0.9999987537+0.001578776376i,-0.7934363629+0.6086532166i,-0.2721518863+0.9622543067i,0.3459014078+0.938270865i,0.8249137523+0.5652586145i,0.9999914886-0.004125863297i,0.8270141328-0.562181131i,0.3828305056-0.9238185991i,-0.1751728167-0.9845377008i,-0.6691342546-0.7431415406i,-0.9574484277-0.2886044148i,-0.9712814597+0.2379334487i,-0.7239629014+0.6898389068i,-0.2959774117+0.9551949391i,0.1953309677+0.9807373823i,0.6301068092+0.7765084733i,0.9147177646+0.4040933197i,0.9989807721-0.0451377552i,0.8802934644-0.4744295697i,0.5966300258-0.802516425i,0.2124561329-0.9771706052i,-0.1978283656-0.9802366744i,-0.5649677155-0.8251130107i,-0.835844081-0.5489669136i,-0.9792982884-0.2024224846i,-0.9869891074+0.1607871319i,-0.8703766725+0.4923864824i,-0.6553176332+0.755353427i,-0.3757602283+0.9267169205i,-0.0677566379+0.9977018783i,0.2353922399+0.9719004545i,0.506460715+0.8622630365i,0.7260434103+0.6876488685i,0.8829213467+0.4695209213i,0.9733856872+0.2291730873i,0.9998975526-0.01431377806i,0.9694350019-0.2453482772i,0.8918100357-0.4524100575i,0.778153867-0.6280736894i,0.639685817-0.7686364912i,0.4868112203-0.8735072042i,0.3285417322-0.9444894548i,0.1721980024-0.9850623574i,0.02333750973-0.9997276432i,-0.1141542438-0.9934630384i,-0.2378669993-0.9712977353i,-0.3466123438-0.9380084664i,-0.4401514929-0.8979235287i,-0.5189310269-0.8548161143i,-0.5838435027-0.8118662232i,-0.6360218852-0.771671019i,-0.676670812-0.7362856865i,-0.7069337217-0.7072797983i,-0.7277925622-0.6857973362i,-0.7399958251-0.672611462i,-0.7440106915-0.6681677117i,-0.7399958251-0.672611462i,-0.7277925622-0.6857973362i,-0.7069337217-0.7072797983i,-0.676670812-0.7362856865i,-0.6360218852-0.771671019i,-0.5838435027-0.8118662232i,-0.5189310269-0.8548161143i,-0.4401514929-0.8979235287i,-0.3466123438-0.9380084664i,-0.2378669993-0.9712977353i,-0.1141542438-0.9934630384i,0.02333750973-0.9997276432i,0.1721980024-0.9850623574i,0.3285417322-0.9444894548i,0.4868112203-0.8735072042i,0.639685817-0.7686364912i,0.778153867-0.6280736894i,0.8918100357-0.4524100575i,0.9694350019-0.2453482772i,0.9998975526-0.01431377806i,0.9733856872+0.2291730873i,0.8829213467+0.4695209213i,0.7260434103+0.6876488685i,0.506460715+0.8622630365i,0.2353922399+0.9719004545i,-0.0677566379+0.9977018783i,-0.3757602283+0.9267169205i,-0.6553176332+0.755353427i,-0.8703766725+0.4923864824i,-0.9869891074+0.1607871319i,-0.9792982884-0.2024224846i,-0.835844081-0.5489669136i,-0.5649677155-0.8251130107i,-0.1978283656-0.9802366744i,0.2124561329-0.9771706052i,0.5966300258-0.802516425i,0.8802934644-0.4744295697i,0.9989807721-0.0451377552i,0.9147177646+0.4040933197i,0.6301068092+0.7765084733i,0.1953309677+0.9807373823i,-0.2959774117+0.9551949391i,-0.7239629014+0.6898389068i,-0.9712814597+0.2379334487i,-0.9574484277-0.2886044148i,-0.6691342546-0.7431415406i,-0.1751728167-0.9845377008i,0.3828305056-0.9238185991i,0.8270141328-0.562181131i,0.9999914886-0.004125863297i,0.8249137523+0.5652586145i,0.3459014078+0.938270865i,-0.2721518863+0.9622543067i,-0.7934363629+0.6086532166i,-0.9999987537+0.001578776376i,-0.7880371751-0.6156276559i,-0.2288298581-0.9734664329i,0.4420123619-0.8970089587i,0.9162170334-0.4006823527i,0.9552151858+0.2959120628i,0.519047984+0.8547451025i,-0.1897330542+0.9818357134i,-0.8072601296+0.5901958007i,-0.9916548432-0.1289211851i,-0.620166762-0.7844700041i,0.1153252855-0.99332778i,0.7907895588-0.6120881258i,0.9888017487+0.1492350553i,0.565080608+0.8250357001i,-0.2298440859+0.9732274637i,-0.8802285413+0.4745500132i,-0.9352077437-0.3540995287i,-0.3339243408-0.9425998805i,0.5140461811-0.8577625101i,0.9904153276-0.1381212466i,0.7208625764+0.693078023i,-0.1110167667+0.9938185335i,-0.8621590721+0.5066376757i,-0.9175320595-0.3976618158i,-0.2080726332-0.9781133775i,0.6849964354-0.7285464182i,0.9872299898+0.1593014353i,0.4101833622+0.9120030753i,-0.5459149627+0.8378405895i,-0.9998233227-0.01879689966i,-0.5037264549-0.8638632175i,0.4865721632-0.8736403894i,0.9998935982-0.01458740363i,0.5015244791+0.8651434545i,-0.5198214636+0.8542749241i,-0.9982110047-0.05978954847i,-0.4032025714-0.9151107509i,0.6387873858-0.7693833087i,0.9708516507+0.2396811891i,0.1955993432+0.9806838925i,-0.8116664617+0.5841211818i,-0.8617695445-0.5072999626i,0.1287176545-0.9916812822i,0.9658947199-0.258935108i,0.5979468926+0.801535722i,-0.5335726444+0.8457542392i,-0.9784960532-0.206265542i,-0.1349150506-0.9908571689i,0.8931773082-0.4497046765i,0.7072239872+0.7069895557i,-0.4600760115+0.8878795322i,-0.9833191169-0.1818887418i,-0.1001213116-0.9949752374i,0.9317810033-0.3630208837i,0.5897496397+0.8075861332i,-0.6386821074+0.7694707049i,-0.8971601043-0.4417054983i,0.232056068-0.9727024115i,0.9997387048+0.02285874276i,0.1755769361+0.9844657127i,-0.9345277226+0.3558903422i,-0.5135043853-0.858086969i,0.7631108324-0.6462676361i,0.7539964824+0.6568784549i,-0.5456856637+0.83798995i,-0.9005685699-0.4347139875i,0.3280247561-0.9446691269i,0.9735109697+0.2286403109i,-0.138678933+0.9903373938i,-0.998227329-0.05951638166i,-0.008046422569-0.999967627i,0.9979739463-0.06362391448i
0.9979739463-0.06362391448i,-0.02002284649-0.9997995227i,-0.9993665213-0.03558870698i,-0.1030112511+0.9946801909i,0.983343995+0.1817541954i,0.2708957947-0.9626086787i,-0.9294582669-0.3689272694i,-0.4735908542+0.8807449704i,0.8133843675+0.5817266289i,0.6891490021-0.7246196609i,-0.6123585935-0.7905801369i,-0.8796735259+0.4755780565i,0.3147790679+0.949164969i,0.9911885365-0.1324586164i,0.06645445701-0.9977894593i,-0.9616518647-0.2742730228i,-0.4804270002+0.8770347185i,0.7408730352+0.671645104i,0.8325472717-0.5539540056i,-0.322022656-0.9467319626i,-0.9983960097+0.05661632134i,-0.2246166605+0.9744472052i,0.8669614984+0.4983751201i,0.7371717559-0.6757054109i,-0.4103081451-0.9119469426i,-0.9957998743+0.09155659669i,-0.2487598245+0.9685652016i,0.821669741+0.5699638907i,0.8268602587-0.5624074258i,-0.2165476468-0.9762720505i,-0.9851212031-0.1718610343i,-0.5444149554+0.8388160444i,0.5481528869+0.8363781517i,0.9882838725-0.1526269549i,0.2818101368-0.9594701907i,-0.740781129-0.6717464692i,-0.9318306656+0.3628933874i,-0.1032834456+0.9946519642i,0.8307822612+0.5565975516i,0.8862006225-0.4633016909i,0.0290507244-0.9995779386i,-0.8515799166-0.5242248045i,-0.8850176742+0.4655574253i,-0.06240017335+0.9980512103i,0.8132251451+0.5819491931i,0.9290305132-0.3700031156i,0.2022214885-0.9793398131i,-0.697967074-0.716129851i,-0.9862600009+0.1652005165i,-0.4373140613+0.8993088523i,0.468540224+0.8834421647i,0.9880286893+0.154270247i,0.723868506-0.6899379581i,-0.09477901688-0.9954983365i,-0.8345184955-0.5509799277i,-0.9562710886+0.2924818031i,-0.3945644242+0.9188682795i,0.4356947645+0.9000944796i,0.9622729233+0.2720860544i,0.8489039411-0.5285471585i,0.1922332678-0.9813492603i,-0.5770040369-0.8167412941i,-0.9873504272-0.1585532523i,-0.8107802186+0.5853506958i,-0.1720632176+0.9850859095i,0.554413965+0.8322410441i,0.9726229757+0.2323887845i,0.8765767026-0.4812621785i,0.3373052663-0.9413953247i,-0.3603273026-0.9328259403i,-0.8768703287-0.4807269773i,-0.9825230955+0.1861407175i,-0.6494226391+0.7604276664i,-0.04205155275+0.9991154422i,0.5734569213+0.8192357167i,0.9494643729+0.313874823i,0.9524687412-0.3046363358i,0.6007104425-0.7994666749i,0.03950657418-0.9992193106i,-0.5255641256-0.850753989i,-0.9062364793-0.4227711481i,-0.9912428248+0.132051741i,-0.7716275047+0.6360746765i,-0.3301020105+0.9439452647i,0.1953309677+0.9807373823i,0.6575963564+0.7533704481i,0.9413722462+0.3373696697i,0.9883256025-0.1523565012i,0.8032599419-0.5956286308i,0.4436166567-0.8962166378i,-0.001510362922-0.9999988594i,-0.4355716031-0.900154086i,-0.7757219746-0.6310748119i,-0.9669709271-0.2548866929i,-0.98793433+0.1548733664i,-0.8489762527+0.5284310005i,-0.5849111324+0.8110973845i,-0.244955427+0.9695343412i,0.117572802+0.9930642659i,0.4539440759+0.8910301768i,0.7260434103+0.6876488685i,0.9094405093+0.4158340536i,0.9937957274+0.1112207362i,0.9812449176-0.1927651726i,0.8835383096-0.468358896i,0.7186705551-0.6953507268i,0.5075947165-0.8615959632i,0.2714225978-0.9624602711i,0.02932426195-0.9995699514i,-0.2028192948-0.9792161833i,-0.4130706026-0.9106990047i,-0.5935256602-0.8048150661i,-0.7399958251-0.672611462i,-0.8514364284-0.5244578233i,-0.9292562107-0.3694359143i,-0.976611582-0.2150112042i,-0.9977575202-0.0669322855i,-0.9974974917+0.07070186702i,-0.9807507433+0.1952638715i,-0.9522376098+0.305358043i,-0.916271849+0.4005569857i,-0.8766425441+0.4811422346i,-0.8365656081+0.5478667569i,-0.7986851619+0.6017491272i,-0.7651069903+0.6439031708i,-0.7374490581+0.6754027588i,-0.7168970993+0.6971789935i,-0.7042561954+0.7099459214i,-0.6999918405+0.7141508407i,-0.7042561954+0.7099459214i,-0.7168970993+0.6971789935i,-0.7374490581+0.6754027588i,-0.7651069903+0.6439031708i,-0.7986851619+0.6017491272i,-0.8365656081+0.5478667569i,-0.8766425441+0.4811422346i,-0.916271849+0.4005569857i,-0.9522376098+0.305358043i,-0.9807507433+0.1952638715i,-0.9974974917+0.07070186702i,-0.9977575202-0.0669322855i,-0.976611582-0.2150112042i,-0.9292562107-0.3694359143i,-0.8514364284-0.5244578233i,-0.7399958251-0.672611462i,-0.5935256602-0.8048150661i,-0.4130706026-0.9106990047i,-0.2028192948-0.9792161833i,0.02932426195-0.9995699514i,0.2714225978-0.9624602711i,0.5075947165-0.8615959632i,0.7186705551-0.6953507268i,0.8835383096-0.468358896i,0.9812449176-0.1927651726i,0.9937957274+0.1112207362i,0.9094405093+0.4158340536i,0.7260434103+0.6876488685i,0.4539440759+0.8910301768i,0.117572802+0.9930642659i,-0.244955427+0.9695343412i,-0.5849111324+0.8110973845i,-0.8489762527+0.5284310005i,-0.98793433+0.1548733664i,-0.9669709271-0.2548866929i,-0.7757219746-0.6310748119i,-0.4355716031-0.900154086i,-0.001510362922-0.9999988594i,0.4436166567-0.8962166378i,0.8032599419-0.5956286308i,0.9883256025-0.1523565012i,0.9413722462+0.3373696697i,0.6575963564+0.7533704481i,0.1953309677+0.9807373823i,-0.3301020105+0.9439452647i,-0.7716275047+0.6360746765i,-0.9912428248+0.132051741i,-0.9062364793-0.4227711481i,-0.5255641256-0.850753989i,0.03950657418-0.9992193106i,0.6007104425-0.7994666749i,0.9524687412-0.3046363358i,0.9494643729+0.313874823i,0.5734569213+0.8192357167i,-0.04205155275+0.9991154422i,-0.6494226391+0.7604276664i,-0.9825230955+0.1861407175i,-0.8768703287-0.4807269773i,-0.3603273026-0.9328259403i,0.3373052663-0.9413953247i,0.8765767026-0.4812621785i,0.9726229757+0.2323887845i,0.554413965+0.8322410441i,-0.1720632176+0.9850859095i,-0.8107802186+0.5853506958i,-0.9873504272-0.1585532523i,-0.5770040369-0.8167412941i,0.1922332678-0.9813492603i,0.8489039411-0.5285471585i,0.9622729233+0.2720860544i,0.4356947645+0.9000944796i,-0.3945644242+0.9188682795i,-0.9562710886+0.2924818031i,-0.8345184955-0.5509799277i,-0.09477901688-0.9954983365i,0.723868506-0.6899379581i,0.9880286893+0.154270247i,0.468540224+0.8834421647i,-0.4373140613+0.8993088523i,-0.9862600009+0.1652005165i,-0.697967074-0.716129851i,0.2022214885-0.9793398131i,0.9290305132-0.3700031156i,0.8132251451+0.5819491931i,-0.06240017335+0.9980512103i,-0.8850176742+0.4655574253i,-0.8515799166-0.5242248045i,0.0290507244-0.9995779386i,0.8862006225-0.4633016909i,0.8307822612+0.5565975516i,-0.1032834456+0.9946519642i,-0.9318306656+0.3628933874i,-0.740781129-0.6717464692i,0.2818101368-0.9594701907i,0.9882838725-0.1526269549i,0.5481528869+0.8363781517i,-0.5444149554+0.8388160444i,-0.9851212031-0.1718610343i,-0.2165476468-0.9762720505i,0.8268602587-0.5624074258i,0.821669741+0.5699638907i,-0.2487598245+0.9685652016i,-0.9957998743+0.09155659669i,-0.4103081451-0.9119469426i,0.7371717559-0.6757054109i,0.8669614984+0.4983751201i,-0.2246166605+0.9744472052i,-0.9983960097+0.05661632134i,-0.322022656-0.9467319626i,0.8325472717-0.5539540056i,0.7408730352+0.671645104i,-0.4804270002+0.8770347185i,-0.9616518647-0.2742730228i,0.06645445701-0.9977894593i,0.9911885365-0.1324586164i,0.3147790679+0.949164969i,-0.8796735259+0.4755780565i,-0.6123585935-0.7905801369i,0.6891490021-0.7246196609i,0.8133843675+0.5817266289i,-0.4735908542+0.8807449704i,-0.9294582669-0.3689272694i,0.2708957947-0.9626086787i,0.983343995+0.1817541954i,-0.1030112511+0.9946801909i,-0.9993665213-0.03558870698i,-0.02002284649-0.9997995227i
-0.008046422569-0.999967627i,-0.9993665213-0.03558870698i,-0.09109019055+0.9958426468i,0.9874154272+0.1581479501i,0.2361389262-0.9717193049i,-0.946060518-0.3239899634i,-0.4200269517+0.9075116307i,0.853055235+0.5218206263i,0.6260444853-0.7797873443i,-0.6851881088-0.7283661549i,-0.8233996475+0.5674619111i,0.4259400376+0.9047513937i,0.9651962794-0.2615265613i,-0.07715189007-0.9970193508i,-0.992552143-0.1218205377i,-0.3273087779+0.9449174376i,0.8489706875+0.5284399415i,0.7117928783-0.7023894207i,-0.5068146151-0.8620550713i,-0.963169719+0.2688942028i,0.001026202847+0.9999994735i,0.9604534745+0.2784405202i,0.5458003183-0.8379152776i,-0.6336798325-0.7735954175i,-0.9333464346+0.3589769254i,0.03605676966+0.9993497433i,0.9532384065+0.302219358i,0.6147605356-0.7887138162i,-0.5155711138-0.856846793i,-0.986800587+0.1619401172i,-0.2263598622+0.9740437427i,0.8072539139+0.5902043023i,0.8655575328-0.5008095021i,-0.09745051522-0.9952403715i,-0.9423201361-0.3347129533i,-0.7118889776+0.7022920216i,0.31053012+0.9505635405i,0.9873721124+0.1584181545i,0.6019214472-0.7985553027i,-0.4133198037-0.9105859322i,-0.996417195-0.08457407147i,-0.5707549396+0.8211204534i,0.4156378121+0.9095302135i,0.9930388739+0.1177870748i,0.6262578539-0.7796159955i,-0.317784519-0.9481629604i,-0.9665835029-0.256351969i,-0.7538236167+0.6570768258i,0.1101171435+0.9939186157i,0.8736070992+0.4866319309i,0.9081229593-0.4187035834i,0.2089579098-0.9779246351i,-0.6486299209-0.761103952i,-0.9992278117+0.03929096966i,-0.5965202142+0.8025980526i,0.2388687359+0.9710518663i,0.895512806+0.445035745i,0.9229235867-0.3849831855i,0.3251597172-0.9456591132i,-0.480537762-0.8769740357i,-0.9691451051-0.2464909029i,-0.8475549274+0.5307076832i,-0.213196586+0.9770093222i,0.5393728212+0.8420670756i,0.973997264+0.2265597708i,0.8617748871-0.5072908869i,0.2860992131-0.9582000001i,-0.4317875274-0.9019753495i,-0.9211881508-0.3891174511i,-0.951414623+0.3079126745i,-0.528730316+0.8487898756i,0.1312327033+0.9913515913i,0.7231491977+0.6906918545i,0.9952326752+0.09752908415i,0.8498483023-0.5270273836i,0.3661718135-0.93054726i,-0.2512158517-0.9679310905i,-0.7648358311-0.6442252335i,-0.9954778627-0.09499381539i,-0.8786553907+0.4774564947i,-0.4724966259+0.881332479i,0.07674262588+0.9970509362i,0.5921949288+0.8057947421i,0.924134589+0.3820670901i,0.9900795415-0.1405080124i,0.788762346-0.6146982687i,0.3891804719-0.9211615278i,-0.09717815992-0.995267002i,-0.5500529274-0.8351297965i,-0.8701692944-0.4927528783i,-0.9985364087-0.05408364402i,-0.9229762542+0.384856901i,-0.6732226378+0.739439842i,-0.3082481233+0.9513059941i,0.09971288451+0.9950162515i,0.4804177637+0.8770397781i,0.7773268659+0.629096927i,0.9544175405+0.2984747198i,0.9980646513-0.06218482034i,0.914887812-0.4037081762i,0.7269474898-0.6866930515i,0.4657483766-0.8849171994i,0.1662955711-0.986075952i,-0.1379179703-0.9904436549i,-0.4185171909-0.9082088752i,-0.6543232823-0.7562149445i,-0.8320455065-0.554707378i,-0.9458830539-0.3245077016i,-0.9963940136-0.08484674199i,-0.988976984+0.1480693254i,-0.9322539964+0.3618044861i,-0.8365656081+0.5478667569i,-0.7127089764+0.7014598456i,-0.5709796212+0.8209642332i,-0.4205235774+0.9072816106i,-0.2689702394+0.9631484882i,-0.1222958517+0.99249369i,0.01513991658+0.9998853849i,0.1404402772+0.9900891518i,0.2519492918+0.9677404375i,0.3490004163+0.937122569i,0.4316641087+0.9020344213i,0.5005133935+0.8657287929i,0.556418279+0.8309023401i,0.6003738037+0.7997195107i,0.6333622327+0.773855466i,0.6562473112+0.7545458677i,0.6696972259+0.7426342475i,0.6741327056+0.7386102458i,0.6696972259+0.7426342475i,0.6562473112+0.7545458677i,0.6333622327+0.773855466i,0.6003738037+0.7997195107i,0.556418279+0.8309023401i,0.5005133935+0.8657287929i,0.4316641087+0.9020344213i,0.3490004163+0.937122569i,0.2519492918+0.9677404375i,0.1404402772+0.9900891518i,0.01513991658+0.9998853849i,-0.1222958517+0.99249369i,-0.2689702394+0.9631484882i,-0.4205235774+0.9072816106i,-0.5709796212+0.8209642332i,-0.7127089764+0.7014598456i,-0.8365656081+0.5478667569i,-0.9322539964+0.3618044861i,-0.988976984+0.1480693254i,-0.9963940136-0.08484674199i,-0.9458830539-0.3245077016i,-0.8320455065-0.554707378i,-0.6543232823-0.7562149445i,-0.4185171909-0.9082088752i,-0.1379179703-0.9904436549i,0.1662955711-0.986075952i,0.4657483766-0.8849171994i,0.7269474898-0.6866930515i,0.914887812-0.4037081762i,0.9980646513-0.06218482034i,0.9544175405+0.2984747198i,0.7773268659+0.629096927i,0.4804177637+0.8770397781i,0.09971288451+0.9950162515i,-0.3082481233+0.9513059941i,-0.6732226378+0.739439842i,-0.9229762542+0.384856901i,-0.9985364087-0.05408364402i,-0.8701692944-0.4927528783i,-0.5500529274-0.8351297965i,-0.09717815992-0.995267002i,0.3891804719-0.9211615278i,0.788762346-0.6146982687i,0.9900795415-0.1405080124i,0.924134589+0.3820670901i,0.5921949288+0.8057947421i,0.07674262588+0.9970509362i,-0.4724966259+0.881332479i,-0.8786553907+0.4774564947i,-0.9954778627-0.09499381539i,-0.7648358311-0.6442252335i,-0.2512158517-0.9679310905i,0.3661718135-0.93054726i,0.8498483023-0.5270273836i,0.9952326752+0.09752908415i,0.7231491977+0.6906918545i,0.1312327033+0.9913515913i,-0.528730316+0.8487898756i,-0.951414623+0.3079126745i,-0.9211881508-0.3891174511i,-0.4317875274-0.9019753495i,0.2860992131-0.9582000001i,0.8617748871-0.5072908869i,0.973997264+0.2265597708i,0.5393728212+0.8420670756i,-0.213196586+0.9770093222i,-0.8475549274+0.5307076832i,-0.9691451051-0.2464909029i,-0.480537762-0.8769740357i,0.3251597172-0.9456591132i,0.9229235867-0.3849831855i,0.895512806+0.445035745i,0.2388687359+0.9710518663i,-0.5965202142+0.8025980526i,-0.9992278117+0.03929096966i,-0.6486299209-0.761103952i,0.2089579098-0.9779246351i,0.9081229593-0.4187035834i,0.8736070992+0.4866319309i,0.1101171435+0.9939186157i,-0.7538236167+0.6570768258i,-0.9665835029-0.256351969i,-0.317784519-0.9481629604i,0.6262578539-0.7796159955i,0.9930388739+0.1177870748i,0.4156378121+0.9095302135i,-0.5707549396+0.8211204534i,-0.996417195-0.08457407147i,-0.4133198037-0.9105859322i,0.6019214472-0.7985553027i,0.9873721124+0.1584181545i,0.31053012+0.9505635405i,-0.7118889776+0.7022920216i,-0.9423201361-0.3347129533i,-0.09745051522-0.9952403715i,0.8655575328-0.5008095021i,0.8072539139+0.5902043023i,-0.2263598622+0.9740437427i,-0.986800587+0.1619401172i,-0.5155711138-0.856846793i,0.6147605356-0.7887138162i,0.9532384065+0.302219358i,0.03605676966+0.9993497433i,-0.9333464346+0.3589769254i,-0.6336798325-0.7735954175i,0.5458003183-0.8379152776i,0.9604534745+0.2784405202i,0.001026202847+0.9999994735i,-0.963169719+0.2688942028i,-0.5068146151-0.8620550713i,0.7117928783-0.7023894207i,0.8489706875+0.5284399415i,-0.3273087779+0.9449174376i,-0.992552143-0.1218205377i,-0.07715189007-0.9970193508i,0.9651962794-0.2615265613i,0.4259400376+0.9047513937i,-0.8233996475+0.5674619111i,-0.6851881088-0.7283661549i,0.6260444853-0.7797873443i,0.853055235+0.5218206263i,-0.4200269517+0.9075116307i,-0.946060518-0.3239899634i,0.2361389262-0.9717193049i,0.9874154272+0.1581479501i,-0.09109019055+0.9958426468i,-0.9993665213-0.03558870698i
