0.01557916054+0.03527550861i,0.03343778563+0.006233745718i,-0.004295638919-0.02652755152i,-0.005732079831-0.002141915272i,-0.004433681974+0.002113425099i,0.002104522178-0.005049957024i,0.0008186602108+0.0212549093i,0.02599615805+0.02138168364i,0.007452077209-0.0368962598i,-0.02567429077-0.0220518831i,-0.01955844539+0.02310807289i,0.01131110401+0.008385308047i,0.0116325607+0.00512541538i,-0.008069442337-0.005739203945i,0.01122154681-0.0102529022i,0.005356816923-0.02929970896i,-0.0365470534+0.003738896332i,-0.00564870279+0.03224874176i,0.02816407836+0.01717265524i,0.005960161733-0.02111138102i,0.003012967526-0.01856197621i,-0.01236774417+0.007998668877i,-0.007212640648-0.00383482919i,-0.02435045567-0.004354896417i,-0.005840580695+0.0343648788i,0.03212584299+0.008032802265i,0.02533626429-0.021100048i,-0.0226485268-0.01740978563i,-0.01967642152-0.007979845716i,-0.006765913209+0.02036945488i,0.0007868152128+0.004323070486i,-0.01028929213+0.01518483651i,0.0171352456+0.02771772674i,0.02697074984-0.02046819658i,0.004881777702-0.03092268727i,-0.03314827192-0.001766079862i,-0.02126433139+0.009775283395i,-0.0005148628802+0.0290452992i,0.009584729207+0.003355161288i,0.001304469193+0.01221063715i,0.02120244574+0.02034863627i,0.02128776171-0.02546109938i,-0.003290664448-0.02914721177i,-0.03441637101-0.002039195498i,-0.02050914928+0.01772508011i,-0.007279429783+0.03456606279i,0.01620235957+0.007720783843i,0.004299172294+0.008379361628i,0.0131227618+0.01967941686i,0.02919498366-0.01473845268i,0.003212160542-0.0268788072i,-0.02816619698-0.02061854203i,-0.02904201177+0.01025403289i,-0.03101815232+0.0261766322i,0.007628483964+0.02370798314i,0.004236398433+0.009792728651i,-0.001184070474+0.01823595292i,0.02761912019+0.01455775203i,0.02163197224-0.01518079304i,0.004150968248-0.03367164219i,-0.02520222429-0.02268254854i,-0.03881561456-0.01840922873i,-0.02927921108+0.01402939483i,-0.007122125248+0.01247071928i,-0.0134479261+0.007943950853i,-0.01138216351+0.02604920464i,0.0180445334+0.02054329075i,0.03125834041+0.003930921639i,0.02752227718-0.02374376212i,0.02297331766-0.03647979444i,-0.003178060821-0.04037226445i,-0.01340140461-0.01281514181i,-0.0102572198-0.01320745934i,-0.01753077701-0.01997002131i,-0.02686179386+0.006252662615i,-0.01879637265+0.02348379937i,0.0008628024532+0.03674829647i,0.01298111199+0.0413026842i,0.03247021245+0.03276594167i,0.0235024991+0.004234367047i,0.01968671722-0.0009935256097i,0.0265205065+0.004581637208i,0.02008935423-0.01680356664i,0.006505246122-0.03007794225i,-0.01190892631-0.03281186214i,-0.02412145031-0.03667102241i,-0.03934774598-0.02857075755i,-0.03002990737-0.005410328095i,-0.02191488824+0.005565614629i,-0.02932443409+0.0003644304064i,-0.02116057783+0.01302044665i,-0.01020306775+0.03049369246i,0.003414242544+0.03261383575i,0.01176841996+0.0416720359i,0.02552163041+0.04254579072i,0.02758960633+0.02360782059i,0.02470433612+0.006883981651i,0.03005459006+0.01249592255i,0.02557630795+0.00411353568i,0.0273226536-0.0167661516i,0.02136602934-0.02475318243i,0.02305202389-0.03273903068i,0.0214355535-0.04594156609i,0.008006272891-0.03845392685i,-0.003628486127-0.02956292084i,-0.004776984838-0.0345322883i,-0.005437193885-0.02978258161i,-0.02176442966-0.02008141795i,-0.03037354683-0.01789315594i,-0.02996261516-0.01679153377i,-0.04736277531-0.02138791412i,-0.03797515004-0.009899459176i,-0.03477904437-0.002524511604i,-0.03561677539+0.001199024733i,-0.03709709106-0.0007071228507i,-0.02285455106+0.01228869899i,-0.03138629821+0.02327295546i,-0.02337336098+0.01573707359i,-0.04389053356+0.02815796594i,-0.02866171114+0.02435794219i,-0.02870930747+0.0267520304i,-0.02296928574+0.02726177545i,-0.03171899456+0.03098078157i,-0.01027202079+0.02102958299i,-0.01422107441+0.03934718199i,-0.01007233961+0.0218052488i,-0.02808941706+0.04105518259i,-0.01679479217+0.03199569997i,-0.02128089933+0.03501139736i,-0.01679479217+0.03199569997i,-0.02808941706+0.04105518259i,-0.01007233961+0.0218052488i,-0.01422107441+0.03934718199i,-0.01027202079+0.02102958299i,-0.03171899456+0.03098078157i,-0.02296928574+0.02726177545i,-0.02870930747+0.0267520304i,-0.02866171114+0.02435794219i,-0.04389053356+0.02815796594i,-0.02337336098+0.01573707359i,-0.03138629821+0.02327295546i,-0.02285455106+0.01228869899i,-0.03709709106-0.0007071228507i,-0.03561677539+0.001199024733i,-0.03477904437-0.002524511604i,-0.03797515004-0.009899459176i,-0.04736277531-0.02138791412i,-0.02996261516-0.01679153377i,-0.03037354683-0.01789315594i,-0.02176442966-0.02008141795i,-0.005437193885-0.02978258161i,-0.004776984838-0.0345322883i,-0.003628486127-0.02956292084i,0.008006272891-0.03845392685i,0.0214355535-0.04594156609i,0.02305202389-0.03273903068i,0.02136602934-0.02475318243i,0.0273226536-0.0167661516i,0.02557630795+0.00411353568i,0.03005459006+0.01249592255i,0.02470433612+0.006883981651i,0.02758960633+0.02360782059i,0.02552163041+0.04254579072i,0.01176841996+0.0416720359i,0.003414242544+0.03261383575i,-0.01020306775+0.03049369246i,-0.02116057783+0.01302044665i,-0.02932443409+0.0003644304064i,-0.02191488824+0.005565614629i,-0.03002990737-0.005410328095i,-0.03934774598-0.02857075755i,-0.02412145031-0.03667102241i,-0.01190892631-0.03281186214i,0.006505246122-0.03007794225i,0.02008935423-0.01680356664i,0.0265205065+0.004581637208i,0.01968671722-0.0009935256097i,0.0235024991+0.004234367047i,0.03247021245+0.03276594167i,0.01298111199+0.0413026842i,0.0008628024532+0.03674829647i,-0.01879637265+0.02348379937i,-0.02686179386+0.006252662615i,-0.01753077701-0.01997002131i,-0.0102572198-0.01320745934i,-0.01340140461-0.01281514181i,-0.003178060821-0.04037226445i,0.02297331766-0.03647979444i,0.02752227718-0.02374376212i,0.03125834041+0.003930921639i,0.0180445334+0.02054329075i,-0.01138216351+0.02604920464i,-0.0134479261+0.007943950853i,-0.007122125248+0.01247071928i,-0.02927921108+0.01402939483i,-0.03881561456-0.01840922873i,-0.02520222429-0.02268254854i,0.004150968248-0.03367164219i,0.02163197224-0.01518079304i,0.02761912019+0.01455775203i,-0.001184070474+0.01823595292i,0.004236398433+0.009792728651i,0.007628483964+0.02370798314i,-0.03101815232+0.0261766322i,-0.02904201177+0.01025403289i,-0.02816619698-0.02061854203i,0.003212160542-0.0268788072i,0.02919498366-0.01473845268i,0.0131227618+0.01967941686i,0.004299172294+0.008379361628i,0.01620235957+0.007720783843i,-0.007279429783+0.03456606279i,-0.02050914928+0.01772508011i,-0.03441637101-0.002039195498i,-0.003290664448-0.02914721177i,0.02128776171-0.02546109938i,0.02120244574+0.02034863627i,0.001304469193+0.01221063715i,0.009584729207+0.003355161288i,-0.0005148628802+0.0290452992i,-0.02126433139+0.009775283395i,-0.03314827192-0.001766079862i,0.004881777702-0.03092268727i,0.02697074984-0.02046819658i,0.0171352456+0.02771772674i,-0.01028929213+0.01518483651i,0.0007868152128+0.004323070486i,-0.006765913209+0.02036945488i,-0.01967642152-0.007979845716i,-0.0226485268-0.01740978563i,0.02533626429-0.021100048i,0.03212584299+0.008032802265i,-0.005840580695+0.0343648788i,-0.02435045567-0.004354896417i,-0.007212640648-0.00383482919i,-0.01236774417+0.007998668877i,0.003012967526-0.01856197621i,0.005960161733-0.02111138102i,0.02816407836+0.01717265524i,-0.00564870279+0.03224874176i,-0.0365470534+0.003738896332i,0.005356816923-0.02929970896i,0.01122154681-0.0102529022i,-0.008069442337-0.005739203945i,0.0116325607+0.00512541538i,0.01131110401+0.008385308047i,-0.01955844539+0.02310807289i,-0.02567429077-0.0220518831i,0.007452077209-0.0368962598i,0.02599615805+0.02138168364i,0.0008186602108+0.0212549093i,0.002104522178-0.005049957024i,-0.004433681974+0.002113425099i,-0.005732079831-0.002141915272i,-0.004295638919-0.02652755152i,0.03343778563+0.006233745718i
0.03343778563+0.006233745718i,-0.0008396230911-0.03757378202i,-0.02665406541-0.003251033066i,-0.008621462731+0.01285886021i,0.003167487618+0.002806311932i,-0.006864921772+0.006596648403i,0.01806575513+0.0107546148i,0.01367049286-0.03350295138i,-0.02520962679-0.02322901795i,-0.02310149316+0.02822018946i,0.02357086312+0.02221600097i,0.01932741283-0.005377675661i,-0.0001712656544-0.01250723717i,0.002560038767+7.737755088e-05i,0.002071190772-0.01466644561i,-0.0325319228+0.003704789005i,-0.00921491241+0.03296458638i,0.03176211501+0.01336106429i,0.01488052207-0.03267985703i,-0.01389579756-0.02007186162i,-0.01898233897+0.003095855558i,-0.001699387521+0.005654128488i,-0.008626201373-0.00265972648i,0.0007856233345+0.02667047016i,0.03221958717+0.01165900638i,0.01968024095-0.02471020471i,-0.02872135383-0.02412012712i,-0.02628414995+0.0102859677i,-0.005715951992+0.02406330869i,0.01039420906+0.009788368192i,-0.001943470329+0.001421500464i,0.01581771309+0.01164567427i,0.02734922941-0.01837655038i,-0.002342373343-0.0292863516i,-0.03622420173+0.0006431794522i,-0.01411173221+0.02898867578i,0.01099873643+0.02600227995i,0.02199909152+0.005391227681i,0.00318449683-0.003312043809i,0.01184396969+0.002647525896i,0.01752623944-0.02466101649i,-0.008885519601-0.02611153019i,-0.03258342099+0.004547786206i,-0.01023674721+0.03397668371i,0.01400373688+0.02736984701i,0.0284333024+0.008052774312i,0.01043421579-0.007026307339i,0.005715282759+0.0002475998925i,0.01867510907-0.01825599487i,-0.001278582747-0.02624911062i,-0.02746079425-0.008564207745i,-0.02476103934+0.02730538736i,0.0001039902741+0.03301649429i,0.02170659028+0.02670561134i,0.02084321186+0.002770395088i,0.005840898648-0.001669677184i,0.02045112455-0.001867139843i,0.01787217416-0.01877882586i,-0.006826809804-0.02327377283i,-0.0357373393-0.007445206407i,-0.02986088961+0.01791940954i,-0.01779131023+0.03325244399i,0.004540870435+0.02821117781i,0.008753290047+0.008523059573i,0.007916667646+0.01343757304i,0.02215803363+0.0129291306i,0.01967403459-0.006791961497i,0.008164350755-0.03320229346i,-0.01685917457-0.03223721851i,-0.03147836444-0.02349261709i,-0.03476345991-0.004105829125i,-0.01701198685+0.008800077952i,-0.01225352177+0.007449223902i,-0.01843555206+0.01643839831i,-0.002693735899+0.0195473573i,0.02011426104+0.02217086313i,0.03717134516+0.006530811408i,0.03824294499-0.008633929553i,0.03270324088-0.02334107156i,0.01153544572-0.02283926193i,0.001858109755-0.01747758273i,0.003246735566-0.02321441286i,-0.008945367959-0.01895363696i,-0.0229420317-0.010068399i,-0.03767493778+0.006030593667i,-0.03350451901+0.01877944242i,-0.03010045198+0.03127248304i,-0.01278342687+0.02862242281i,0.000889792538+0.02287063514i,0.0003293781987+0.02304237473i,0.01009472679+0.02121811446i,0.01836079832+0.01111492175i,0.0365694461+0.003047833581i,0.03694699509-0.008142080754i,0.04023202124-0.01827224544i,0.02903330989-0.02192014756i,0.01374248648-0.02456774357i,0.009788350006-0.02255789715i,0.004108035412-0.02584496202i,-0.00689218523-0.01932432345i,-0.02065452483-0.02599077218i,-0.02980109777-0.02315241722i,-0.03692258502-0.02152218426i,-0.0371168904-0.01565602736i,-0.03225779093-0.003847839442i,-0.02802885056+0.003111261307i,-0.02768840845+0.005851785039i,-0.01788934155+0.01351349282i,-0.01880345978+0.0214172474i,-0.01963384647+0.03211855906i,-0.01903334761+0.0350241789i,-0.01741787862+0.03883025094i,-0.01117347968+0.03391616161i,-0.0006124483392+0.03296325617i,-0.0005223590834+0.02991574874i,0.008854987199+0.02475234358i,0.01049766328+0.02166647655i,0.0193037455+0.03127201467i,0.01783108882+0.03192784615i,0.02296022946+0.03620176041i,0.01782331172+0.03327760471i,0.02661927139+0.02660247075i,0.02135352723+0.02319847254i,0.02593981083+0.01646357256i,0.01846416783+0.01083323855i,0.03025763186+0.01646693742i,0.02682823506+0.02035877768i,0.03402669138+0.02313408603i,0.02648225603+0.0278900584i,0.03402669138+0.02313408603i,0.02682823506+0.02035877768i,0.03025763186+0.01646693742i,0.01846416783+0.01083323855i,0.02593981083+0.01646357256i,0.02135352723+0.02319847254i,0.02661927139+0.02660247075i,0.01782331172+0.03327760471i,0.02296022946+0.03620176041i,0.01783108882+0.03192784615i,0.0193037455+0.03127201467i,0.01049766328+0.02166647655i,0.008854987199+0.02475234358i,-0.0005223590834+0.02991574874i,-0.0006124483392+0.03296325617i,-0.01117347968+0.03391616161i,-0.01741787862+0.03883025094i,-0.01903334761+0.0350241789i,-0.01963384647+0.03211855906i,-0.01880345978+0.0214172474i,-0.01788934155+0.01351349282i,-0.02768840845+0.005851785039i,-0.02802885056+0.003111261307i,-0.03225779093-0.003847839442i,-0.0371168904-0.01565602736i,-0.03692258502-0.02152218426i,-0.02980109777-0.02315241722i,-0.02065452483-0.02599077218i,-0.00689218523-0.01932432345i,0.004108035412-0.02584496202i,0.009788350006-0.02255789715i,0.01374248648-0.02456774357i,0.02903330989-0.02192014756i,0.04023202124-0.01827224544i,0.03694699509-0.008142080754i,0.0365694461+0.003047833581i,0.01836079832+0.01111492175i,0.01009472679+0.02121811446i,0.0003293781987+0.02304237473i,0.000889792538+0.02287063514i,-0.01278342687+0.02862242281i,-0.03010045198+0.03127248304i,-0.03350451901+0.01877944242i,-0.03767493778+0.006030593667i,-0.0229420317-0.010068399i,-0.008945367959-0.01895363696i,0.003246735566-0.02321441286i,0.001858109755-0.01747758273i,0.01153544572-0.02283926193i,0.03270324088-0.02334107156i,0.03824294499-0.008633929553i,0.03717134516+0.006530811408i,0.02011426104+0.02217086313i,-0.002693735899+0.0195473573i,-0.01843555206+0.01643839831i,-0.01225352177+0.007449223902i,-0.01701198685+0.008800077952i,-0.03476345991-0.004105829125i,-0.03147836444-0.02349261709i,-0.01685917457-0.03223721851i,0.008164350755-0.03320229346i,0.01967403459-0.006791961497i,0.02215803363+0.0129291306i,0.007916667646+0.01343757304i,0.008753290047+0.008523059573i,0.004540870435+0.02821117781i,-0.01779131023+0.03325244399i,-0.02986088961+0.01791940954i,-0.0357373393-0.007445206407i,-0.006826809804-0.02327377283i,0.01787217416-0.01877882586i,0.02045112455-0.001867139843i,0.005840898648-0.001669677184i,0.02084321186+0.002770395088i,0.02170659028+0.02670561134i,0.0001039902741+0.03301649429i,-0.02476103934+0.02730538736i,-0.02746079425-0.008564207745i,-0.001278582747-0.02624911062i,0.01867510907-0.01825599487i,0.005715282759+0.0002475998925i,0.01043421579-0.007026307339i,0.0284333024+0.008052774312i,0.01400373688+0.02736984701i,-0.01023674721+0.03397668371i,-0.03258342099+0.004547786206i,-0.008885519601-0.02611153019i,0.01752623944-0.02466101649i,0.01184396969+0.002647525896i,0.00318449683-0.003312043809i,0.02199909152+0.005391227681i,0.01099873643+0.02600227995i,-0.01411173221+0.02898867578i,-0.03622420173+0.0006431794522i,-0.002342373343-0.0292863516i,0.02734922941-0.01837655038i,0.01581771309+0.01164567427i,-0.001943470329+0.001421500464i,0.01039420906+0.009788368192i,-0.005715951992+0.02406330869i,-0.02628414995+0.0102859677i,-0.02872135383-0.02412012712i,0.01968024095-0.02471020471i,0.03221958717+0.01165900638i,0.0007856233345+0.02667047016i,-0.008626201373-0.00265972648i,-0.001699387521+0.005654128488i,-0.01898233897+0.003095855558i,-0.01389579756-0.02007186162i,0.01488052207-0.03267985703i,0.03176211501+0.01336106429i,-0.00921491241+0.03296458638i,-0.0325319228+0.003704789005i,0.002071190772-0.01466644561i,0.002560038767+7.737755088e-05i,-0.0001712656545-0.01250723717i,0.01932741283-0.005377675661i,0.02357086312+0.02221600097i,-0.02310149316+0.02822018946i,-0.02520962679-0.02322901795i,0.01367049286-0.03350295138i,0.01806575513+0.0107546148i,-0.006864921772+0.006596648403i,0.003167487618+0.002806311932i,-0.008621462731+0.01285886021i,-0.02665406541-0.003251033066i,-0.0008396230911-0.03757378202i
-0.004295638919-0.02652755152i,-0.02665406541-0.003251033066i,0.0006870177802+0.02201373902i,0.0113777409+0.01374796163i,0.004849732157-0.002718264509i,0.004314047886+0.01419266813i,0.004932278426-0.01736137878i,-0.02122930183-0.0138847407i,-0.01128396706+0.02395769175i,0.02037714339+0.018425589i,0.01628894888-0.01895299087i,-0.002892225804-0.01958323006i,-0.01457891357-0.005652752872i,0.008943551662-0.004922712067i,-0.01352567656+0.003458148447i,-0.002109662097+0.02224473074i,0.02587008044+0.001550423473i,0.008879105636-0.02541423529i,-0.02446581655-0.01218846063i,-0.01782363797+0.01189381011i,-0.004803035315+0.02291394315i,0.00295126561-0.006745908562i,0.001981977725+0.008814652077i,0.01857030369+0.00269880524i,0.006277231431-0.02341795374i,-0.02313466998-0.01258410955i,-0.0198777868+0.01987281821i,0.009821879152+0.02188836938i,0.02279875688+0.01562049276i,0.003238483117-0.01248852359i,0.003791222144+0.000654289573i,0.009257295878-0.01113012433i,-0.0110179106-0.0189645763i,-0.02384194078+0.00864538382i,-0.003019098083+0.027782173i,0.024686829+0.009738364124i,0.02917333413-0.001209794713i,0.001208930829-0.02103539295i,-0.002608171405-0.003241352311i,0.001379044909-0.01058765876i,-0.01290258729-0.01323487978i,-0.02005336313+0.0137338514i,0.0008117599921+0.02677107995i,0.02762989804+0.007077860781i,0.02827457813-0.004824360273i,0.007666591441-0.02716594583i,-0.008508918171-0.008245385813i,-0.001250005774-0.00864222381i,-0.006413664494-0.01260884364i,-0.02215706748+0.006455764524i,-0.009369132889+0.02311961276i,0.02199038292+0.0198248212i,0.02691706873+0.006668073133i,0.02737832329-0.01833739883i,-0.001406486329-0.02016202665i,0.0002646541953-0.01027557109i,0.002893466146-0.009629467114i,-0.01721116799-0.01165708336i,-0.02299126965+0.005216997474i,-0.006678965562+0.02821484838i,0.009593976125+0.02618350901i,0.02750581687+0.02050616169i,0.02707806749-0.008760225047i,0.01293455003-0.007771418536i,0.006866082299-0.002018784947i,0.007937867236-0.01582263773i,-0.006677062179-0.0216746692i,-0.02574920989-0.008547549668i,-0.02704936214+0.009932452556i,-0.0248706155+0.02221300946i,1.323687172e-05+0.0348971522i,0.007221670976+0.02072976397i,0.004082339117+0.006876751532i,0.009770756476+0.01098504535i,0.02145526775+0.00391165737i,0.02086590036-0.01405615889i,0.007719666473-0.02825842344i,9.33542787e-05-0.03164753279i,-0.02440411302-0.02921461627i,-0.02598920769-0.01478198075i,-0.01216555854-0.001822270383i,-0.01255065197-0.00114589565i,-0.01977615092+0.006879340958i,-0.01342184164+0.01936099763i,0.00175756713+0.02869235162i,0.009022786379+0.02872940536i,0.02791589708+0.02580642241i,0.03441088191+0.01447961995i,0.01834656104+0.001299662464i,0.01220162338-0.002189949363i,0.01946590752-0.005704041039i,0.01567509854-0.01591932572i,0.005924331413-0.02682747337i,-0.001377696388-0.02891967071i,-0.01384716833-0.03302923423i,-0.02740274981-0.03246301823i,-0.02101759275-0.0150994834i,-0.01381910055-0.003091500839i,-0.01913421083-0.005968591386i,-0.02151832582+0.001116725213i,-0.02284769991+0.0124384396i,-0.02028324401+0.01912758415i,-0.01769631719+0.02749053056i,-0.01551059603+0.04142311905i,-0.006023099243+0.03350787726i,0.003640555625+0.01668994441i,0.002981335932+0.0202228956i,0.006126746058+0.02036347606i,0.01516255992+0.01953427136i,0.01974523909+0.01777150796i,0.02588475945+0.01445829354i,0.03862594298+0.01768250778i,0.03969301734+0.01230141295i,0.02097486992+0.0006328143368i,0.02161358059-0.0004921420963i,0.02152135931+0.001066608352i,0.02298341576-0.006251890348i,0.02391417354-0.007405468772i,0.02303144873-0.01444708239i,0.03338352755-0.01817818973i,0.03940278421-0.0253993994i,0.02002687525-0.01672421544i,0.01544904324-0.01749092854i,0.01819234385-0.01298243345i,0.01517319688-0.0177721357i,0.01737967714-0.01590097515i,0.01310581399-0.0215222658i,0.0207106329-0.02452629368i,0.03168275079-0.0371269426i,0.0207106329-0.02452629368i,0.01310581399-0.0215222658i,0.01737967714-0.01590097515i,0.01517319688-0.0177721357i,0.01819234385-0.01298243345i,0.01544904324-0.01749092854i,0.02002687525-0.01672421544i,0.03940278421-0.0253993994i,0.03338352755-0.01817818973i,0.02303144873-0.01444708239i,0.02391417354-0.007405468772i,0.02298341576-0.006251890348i,0.02152135931+0.001066608352i,0.02161358059-0.0004921420963i,0.02097486992+0.0006328143368i,0.03969301734+0.01230141295i,0.03862594298+0.01768250778i,0.02588475945+0.01445829354i,0.01974523909+0.01777150796i,0.01516255992+0.01953427136i,0.006126746058+0.02036347606i,0.002981335932+0.0202228956i,0.003640555625+0.01668994441i,-0.006023099243+0.03350787726i,-0.01551059603+0.04142311905i,-0.01769631719+0.02749053056i,-0.02028324401+0.01912758415i,-0.02284769991+0.0124384396i,-0.02151832582+0.001116725213i,-0.01913421083-0.005968591386i,-0.01381910055-0.003091500839i,-0.02101759275-0.0150994834i,-0.02740274981-0.03246301823i,-0.01384716833-0.03302923423i,-0.001377696388-0.02891967071i,0.005924331413-0.02682747337i,0.01567509854-0.01591932572i,0.01946590752-0.005704041039i,0.01220162338-0.002189949363i,0.01834656104+0.001299662464i,0.03441088191+0.01447961995i,0.02791589708+0.02580642241i,0.009022786379+0.02872940536i,0.00175756713+0.02869235162i,-0.01342184164+0.01936099763i,-0.01977615092+0.006879340958i,-0.01255065197-0.00114589565i,-0.01216555854-0.001822270383i,-0.02598920769-0.01478198075i,-0.02440411302-0.02921461627i,9.33542787e-05-0.03164753279i,0.007719666473-0.02825842344i,0.02086590036-0.01405615889i,0.02145526775+0.00391165737i,0.009770756476+0.01098504535i,0.004082339117+0.006876751532i,0.007221670976+0.02072976397i,1.323687172e-05+0.0348971522i,-0.0248706155+0.02221300946i,-0.02704936214+0.009932452556i,-0.02574920989-0.008547549668i,-0.006677062179-0.0216746692i,0.007937867236-0.01582263773i,0.006866082299-0.002018784947i,0.01293455003-0.007771418536i,0.02707806749-0.008760225047i,0.02750581687+0.02050616169i,0.009593976125+0.02618350901i,-0.006678965562+0.02821484838i,-0.02299126965+0.005216997474i,-0.01721116799-0.01165708336i,0.002893466146-0.009629467114i,0.0002646541953-0.01027557109i,-0.001406486329-0.02016202665i,0.02737832329-0.01833739883i,0.02691706873+0.006668073133i,0.02199038292+0.0198248212i,-0.009369132889+0.02311961276i,-0.02215706748+0.006455764524i,-0.006413664494-0.01260884364i,-0.001250005774-0.00864222381i,-0.008508918171-0.008245385813i,0.007666591441-0.02716594583i,0.02827457813-0.004824360273i,0.02762989804+0.007077860781i,0.0008117599921+0.02677107995i,-0.02005336313+0.0137338514i,-0.01290258729-0.01323487978i,0.001379044909-0.01058765876i,-0.002608171405-0.003241352311i,0.001208930829-0.02103539295i,0.02917333413-0.001209794713i,0.024686829+0.009738364124i,-0.003019098083+0.027782173i,-0.02384194078+0.00864538382i,-0.0110179106-0.0189645763i,0.009257295878-0.01113012433i,0.003791222144+0.000654289573i,0.003238483117-0.01248852359i,0.02279875688+0.01562049276i,0.009821879152+0.02188836938i,-0.0198777868+0.01987281821i,-0.02313466998-0.01258410955i,0.006277231431-0.02341795374i,0.01857030369+0.00269880524i,0.001981977725+0.008814652077i,0.00295126561-0.006745908562i,-0.004803035315+0.02291394315i,-0.01782363797+0.01189381011i,-0.02446581655-0.01218846063i,0.008879105636-0.02541423529i,0.02587008044+0.001550423473i,-0.002109662097+0.02224473074i,-0.01352567656+0.003458148447i,0.008943551662-0.004922712067i,-0.01457891357-0.005652752872i,-0.002892225804-0.01958323006i,0.01628894888-0.01895299087i,0.02037714339+0.018425589i,-0.01128396706+0.02395769175i,-0.02122930183-0.0138847407i,0.004932278426-0.01736137878i,0.004314047886+0.01419266813i,0.004849732157-0.002718264509i,0.0113777409+0.01374796163i,0.0006870177802+0.02201373902i,-0.02665406541-0.003251033066i
